id_movimiento,id_sucursal,id_producto,fecha_registro,detalle,valorUnitario,cantidad,total,tipo
2768,1,113,2022-01-07 05:45:50+00:00,Juguete de peluche,6.7,16,107.2,S
2769,1,113,2022-01-07 05:45:50+00:00,Juguete de peluche,6.58,20,131.6,S
2770,1,79,2022-01-07 05:57:25+00:00,Esmalte de uñas rojo intenso,5.89,8,47.12,S
2771,1,44,2022-01-07 05:57:25+00:00,Monitor de 27 pulgadas,212.31,11,2335.41,S
2772,1,60,2022-01-07 05:57:25+00:00,Espejo de pared,35.46,1,35.46,S
2773,1,7,2022-01-07 06:13:21+00:00,Abrigo de lana,62.78,1,62.78,S
2774,1,7,2022-01-07 06:13:21+00:00,Abrigo de lana,66.76,2,133.52,S
2775,1,7,2022-01-07 06:13:21+00:00,Abrigo de lana,79.53,7,556.71,S
2776,1,100,2022-01-07 06:27:07+00:00, El Gran Gatsby,9.16,4,36.64,S
2777,1,110,2022-01-08 07:35:04+00:00,Juego de mesa,25.67,12,308.04,E
2778,1,104,2022-01-07 06:47:23+00:00, El viejo y el mar,4.12,48,197.76,S
2779,1,85,2022-01-09 07:22:44+00:00,Crema para manos y cuerpo,7.75,24,186.0,E
2780,1,105,2022-01-07 07:48:55+00:00, Orgullo y prejuicio,13.43,12,161.16,E
2781,1,51,2022-01-08 07:10:17+00:00,Cojines decorativos,8.67,24,208.08,E
2782,1,115,2022-01-10 07:23:08+00:00,Juego de bolos,18.97,12,227.64,E
2783,1,90,2022-01-07 07:11:54+00:00,Atún enlatado,1.08,8,8.64,S
2784,1,83,2022-01-07 07:15:48+00:00,Barra de labios nude,8.66,29,251.14,S
2785,1,96,2022-01-07 07:15:48+00:00, La Metamorfosis,7.45,6,44.7,S
2786,1,102,2022-01-07 07:26:07+00:00, Matar a un ruiseñor,4.9,26,127.4,S
2787,1,85,2022-01-07 07:26:07+00:00,Crema para manos y cuerpo,7.96,8,63.68,S
2788,1,85,2022-01-07 07:26:07+00:00,Crema para manos y cuerpo,7.75,17,131.75,S
2789,1,101,2022-01-07 07:26:07+00:00, El Hobbit,6.47,17,109.99,S
2790,1,101,2022-01-07 07:26:07+00:00, El Hobbit,5.89,3,17.67,S
2791,1,101,2022-01-07 07:26:07+00:00, El Hobbit,6.56,12,78.72,S
2792,1,58,2022-01-07 07:35:48+00:00,Cortina de ducha,15.91,4,63.64,S
2793,1,58,2022-01-07 07:35:48+00:00,Cortina de ducha,16.07,1,16.07,S
2794,1,92,2022-01-07 07:35:48+00:00,Mermelada de fresa,1.93,1,1.93,S
2795,1,87,2022-01-09 08:12:08+00:00,Frijoles,1.42,48,68.16,E
2796,1,48,2022-01-07 07:44:08+00:00,Juego de sabanas,32.02,9,288.18,S
2797,1,104,2022-01-07 07:44:08+00:00, El viejo y el mar,4.12,12,49.44,S
2798,1,104,2022-01-07 07:44:08+00:00, El viejo y el mar,4.27,1,4.27,S
2799,1,20,2022-01-07 07:44:08+00:00,Mocasines de ante,50.59,4,202.36,S
2800,1,116,2022-01-07 07:44:08+00:00,Guitarra acústica Yamaha FG800,173.24,4,692.96,S
2801,1,90,2022-01-07 08:05:48+00:00,Atún enlatado,1.27,12,15.24,E
2802,1,113,2022-01-07 08:28:08+00:00,Juguete de peluche,6.58,21,138.18,S
2803,1,97,2022-01-10 08:44:30+00:00, Cien años de soledad,10.77,12,129.24,E
2804,1,103,2022-01-08 08:51:17+00:00, El Señor de los Anillos,17.7,24,424.8,E
2805,1,116,2022-01-07 08:55:42+00:00,Guitarra acústica Yamaha FG800,173.24,1,173.24,S
2806,1,104,2022-01-07 09:22:27+00:00, El viejo y el mar,4.12,12,49.44,E
2807,1,83,2022-01-10 09:16:50+00:00,Barra de labios nude,7.78,60,466.8,E
2808,1,87,2022-01-07 09:21:56+00:00,Frijoles,1.42,1,1.42,S
2809,1,60,2022-01-07 09:24:37+00:00,Espejo de pared,36.6,2,73.2,S
2810,1,92,2022-01-07 09:24:37+00:00,Mermelada de fresa,1.93,8,15.44,S
2811,1,74,2022-01-07 09:42:12+00:00,Tabla de surf,243.36,12,2920.32,E
2812,1,25,2022-01-07 09:33:13+00:00,Sandalias de tacón,48.95,7,342.65,S
2813,1,25,2022-01-07 09:33:13+00:00,Sandalias de tacón,46.98,1,46.98,S
2814,1,76,2022-01-09 09:43:53+00:00,Crema facial hidratante,24.34,36,876.24,E
2815,1,25,2022-01-07 09:49:01+00:00,Sandalias de tacón,46.98,11,516.78,S
2816,1,89,2022-01-09 09:55:19+00:00,Aceite de oliva,4.25,12,51.0,E
2817,1,92,2022-01-07 09:49:01+00:00,Mermelada de fresa,1.93,4,7.72,S
2818,1,96,2022-01-09 10:16:32+00:00, La Metamorfosis,7.64,60,458.4,E
2819,1,19,2022-01-10 10:38:39+00:00,Sandalias de playa,10.69,108,1154.52,E
2820,1,104,2022-01-09 11:14:37+00:00, El viejo y el mar,4.38,36,157.68,E
2821,1,67,2022-01-07 10:47:26+00:00,Patines en línea,56.37,3,169.11,S
2822,1,17,2022-01-09 10:57:25+00:00,Zapatillas de lona,22.23,12,266.76,E
2823,1,104,2022-01-07 10:48:01+00:00, El viejo y el mar,4.12,12,49.44,S
2824,1,104,2022-01-07 10:48:01+00:00, El viejo y el mar,4.38,17,74.46,S
2825,1,58,2022-01-10 11:15:04+00:00,Cortina de ducha,20.03,24,480.72,E
2826,1,77,2022-01-07 10:52:05+00:00,Mascarilla capilar reparadora,9.32,10,93.2,S
2827,1,77,2022-01-07 10:52:05+00:00,Mascarilla capilar reparadora,8.47,5,42.35,S
2828,1,9,2022-01-07 10:52:05+00:00,Pijama de algodón,12.4,13,161.2,S
2829,1,9,2022-01-07 10:52:05+00:00,Pijama de algodón,12.85,6,77.1,S
2830,1,95,2022-01-07 10:52:08+00:00,Mantequilla de mano,2.59,2,5.18,S
2831,1,48,2022-01-07 10:52:08+00:00,Juego de sabanas,32.02,39,1248.78,S
2832,1,99,2022-01-07 10:57:55+00:00,1984,8.55,8,68.4,S
2833,1,83,2022-01-07 11:13:31+00:00,Barra de labios nude,8.66,10,86.6,S
2834,1,83,2022-01-07 11:13:31+00:00,Barra de labios nude,7.78,1,7.78,S
2835,1,96,2022-01-07 11:13:31+00:00, La Metamorfosis,7.45,4,29.8,S
2836,1,96,2022-01-07 11:13:31+00:00, La Metamorfosis,7.64,24,183.36,S
2837,1,77,2022-01-09 11:37:20+00:00,Mascarilla capilar reparadora,9.84,60,590.4,E
2838,1,80,2022-01-10 12:10:34+00:00,Aceite corporal de almendras,12.39,72,892.08,E
2839,1,102,2022-01-07 13:12:26+00:00, Matar a un ruiseñor,6.12,60,367.2,E
2840,1,76,2022-01-07 12:15:47+00:00,Crema facial hidratante,24.34,36,876.24,S
2841,1,81,2022-01-07 12:15:54+00:00,Loción corporal de vainilla,11.71,21,245.91,S
2842,1,81,2022-01-07 12:15:54+00:00,Loción corporal de vainilla,9.29,11,102.19,S
2843,1,58,2022-01-07 12:18:52+00:00,Cortina de ducha,14.11,2,28.22,S
2844,1,58,2022-01-07 12:18:52+00:00,Cortina de ducha,20.03,5,100.15,S
2845,1,102,2022-01-07 12:18:52+00:00, Matar a un ruiseñor,6.12,18,110.16,S
2846,1,110,2022-01-07 12:18:52+00:00,Juego de mesa,25.67,12,308.04,S
2847,1,110,2022-01-07 12:18:52+00:00,Juego de mesa,21.92,3,65.76,S
2848,1,110,2022-01-07 12:18:52+00:00,Juego de mesa,20.06,1,20.06,S
2849,1,106,2022-01-07 12:19:22+00:00,Muñeca Barbie,17.48,11,192.28,S
2850,1,50,2022-01-08 12:42:37+00:00,Lámpara de techo,19.01,132,2509.32,E
2851,1,115,2022-01-07 12:37:00+00:00,Juego de bolos,15.89,12,190.68,E
2852,1,103,2022-01-07 12:25:17+00:00, El Señor de los Anillos,17.7,24,424.8,S
2853,1,103,2022-01-07 12:25:17+00:00, El Señor de los Anillos,15.17,6,91.02,S
2854,1,124,2022-01-07 12:26:23+00:00,Armónica Hohner Special 20,30.44,6,182.64,S
2855,1,51,2022-01-07 12:29:38+00:00,Cojines decorativos,8.67,24,208.08,S
2856,1,51,2022-01-07 12:29:38+00:00,Cojines decorativos,8.68,2,17.36,S
2857,1,51,2022-01-07 12:29:38+00:00,Cojines decorativos,7.66,7,53.62,S
2858,1,80,2022-01-07 12:32:26+00:00,Aceite corporal de almendras,14.7,12,176.4,S
2859,1,80,2022-01-07 12:32:26+00:00,Aceite corporal de almendras,13.88,1,13.88,S
2860,1,80,2022-01-07 12:32:26+00:00,Aceite corporal de almendras,12.39,23,284.97,S
2861,1,103,2022-01-10 12:44:58+00:00, El Señor de los Anillos,17.43,24,418.32,E
2862,1,56,2022-01-07 12:32:56+00:00,Ollas y sartenes,55.9,1,55.9,S
2863,1,83,2022-01-07 12:32:56+00:00,Barra de labios nude,7.78,18,140.04,S
2864,1,77,2022-01-07 12:32:56+00:00,Mascarilla capilar reparadora,9.84,34,334.56,S
2865,1,124,2022-01-08 13:01:00+00:00,Armónica Hohner Special 20,32.94,12,395.28,E
2866,1,11,2022-01-07 12:35:47+00:00,Chaleco de lana,42.76,4,171.04,S
2867,1,96,2022-01-07 12:36:44+00:00, La Metamorfosis,7.64,32,244.48,S
2868,1,107,2022-01-07 13:15:39+00:00,Carro de carreras,10.17,12,122.04,E
2869,1,108,2022-01-07 12:43:14+00:00,Juego de bloques,19.11,4,76.44,S
2870,1,108,2022-01-07 12:43:14+00:00,Juego de bloques,18.16,5,90.8,S
2871,1,108,2022-01-07 12:43:14+00:00,Juego de bloques,18.24,2,36.48,S
2872,1,108,2022-01-07 12:43:14+00:00,Juego de bloques,19.51,7,136.57,S
2873,1,107,2022-01-07 12:43:14+00:00,Carro de carreras,10.17,12,122.04,S
2874,1,107,2022-01-07 12:43:14+00:00,Carro de carreras,11.36,9,102.24,S
2875,1,41,2022-01-07 12:53:57+00:00,Proyector Epson,414.75,2,829.5,S
2876,1,102,2022-01-07 12:53:57+00:00, Matar a un ruiseñor,6.12,22,134.64,S
2877,1,83,2022-01-07 12:54:37+00:00,Barra de labios nude,7.78,9,70.02,S
2878,1,79,2022-01-07 12:59:49+00:00,Esmalte de uñas rojo intenso,5.89,16,94.24,S
2879,1,51,2022-01-08 13:39:57+00:00,Cojines decorativos,8.42,72,606.24,E
2880,1,27,2022-01-07 13:08:50+00:00,Zapatos náuticos,32.25,15,483.75,S
2881,1,27,2022-01-07 13:08:50+00:00,Zapatos náuticos,30.08,4,120.32,S
2882,1,101,2022-01-09 14:00:52+00:00, El Hobbit,7.1,108,766.8,E
2883,1,51,2022-01-07 13:49:35+00:00,Cojines decorativos,8.42,4,33.68,S
2884,1,65,2022-01-07 13:58:55+00:00,Balón de baloncesto,18.07,1,18.07,S
2885,1,99,2022-01-07 14:53:08+00:00,1984,10.06,36,362.16,E
2886,1,56,2022-01-07 14:07:59+00:00,Ollas y sartenes,55.9,23,1285.7,S
2887,1,27,2022-01-07 14:23:07+00:00,Zapatos náuticos,30.08,3,90.24,S
2888,1,102,2022-01-07 14:36:09+00:00, Matar a un ruiseñor,6.12,20,122.4,S
2889,1,83,2022-01-07 14:36:09+00:00,Barra de labios nude,7.78,9,70.02,S
2890,1,69,2022-01-07 14:46:31+00:00,Pelota de golf,11.31,7,79.17,S
2891,1,96,2022-01-10 15:15:38+00:00, La Metamorfosis,9.36,12,112.32,E
2892,1,9,2022-01-09 16:03:33+00:00,Pijama de algodón,11.74,60,704.4,E
2893,1,101,2022-01-07 15:05:52+00:00, El Hobbit,7.1,26,184.6,S
2894,1,82,2022-01-07 15:05:52+00:00,Kit de manicura y pedicura,22.51,9,202.59,S
2895,1,111,2022-01-07 16:20:28+00:00,Figura de acción,9.59,12,115.08,E
2896,1,43,2022-01-07 15:34:05+00:00,Impresora HP,100.11,4,400.44,S
2897,1,6,2022-01-07 15:34:05+00:00,Falda plisada,22.91,6,137.46,S
2898,1,85,2022-01-07 15:44:48+00:00,Crema para manos y cuerpo,7.75,6,46.5,S
2899,1,28,2022-01-07 15:57:56+00:00,Botas de montaña,68.79,6,412.74,S
2900,1,86,2022-01-07 15:57:56+00:00,Arroz,2.37,1,2.37,S
2901,1,86,2022-01-07 15:57:56+00:00,Arroz,2.5,12,30.0,S
2902,1,79,2022-01-07 16:01:39+00:00,Esmalte de uñas rojo intenso,5.89,1,5.89,S
2903,1,14,2022-01-07 16:07:10+00:00,Parka acolchada,86.46,1,86.46,S
2904,1,14,2022-01-07 16:07:10+00:00,Parka acolchada,81.45,33,2687.85,S
2905,1,46,2022-01-07 16:07:16+00:00,Sofá gris,91.87,5,459.35,S
2906,1,87,2022-01-07 16:10:21+00:00,Frijoles,1.42,47,66.74,S
2907,1,87,2022-01-07 16:10:21+00:00,Frijoles,1.32,3,3.96,S
2908,1,70,2022-01-07 16:33:15+00:00,Mancuernas,28.96,1,28.96,S
2909,1,15,2022-01-07 16:33:15+00:00,Camiseta de tirantes,7.69,6,46.14,S
2910,1,15,2022-01-07 16:33:15+00:00,Camiseta de tirantes,6.87,1,6.87,S
2911,1,83,2022-01-07 16:41:26+00:00,Barra de labios nude,7.78,23,178.94,S
2912,1,83,2022-01-07 16:41:26+00:00,Barra de labios nude,7.74,9,69.66,S
2913,1,80,2022-01-07 16:41:26+00:00,Aceite corporal de almendras,12.39,36,446.04,S
2914,1,27,2022-01-09 17:36:28+00:00,Zapatos náuticos,30.18,60,1810.8,E
2915,1,48,2022-01-08 18:01:23+00:00,Juego de sabanas,34.64,36,1247.04,E
2916,1,113,2022-01-07 17:37:45+00:00,Juguete de peluche,6.31,48,302.88,E
2917,1,105,2022-01-07 17:49:07+00:00, Orgullo y prejuicio,10.49,24,251.76,E
2918,1,48,2022-01-07 17:23:30+00:00,Juego de sabanas,34.64,24,831.36,S
2919,1,19,2022-01-07 17:38:47+00:00,Sandalias de playa,12.81,3,38.43,S
2920,1,19,2022-01-07 17:38:47+00:00,Sandalias de playa,10.69,26,277.94,S
2921,1,51,2022-01-07 17:50:50+00:00,Cojines decorativos,8.42,45,378.9,S
2922,1,12,2022-01-07 17:50:50+00:00,Gorra de béisbol,9.66,9,86.94,S
2923,1,52,2022-01-07 17:52:09+00:00,Cortinas opacas,18.58,4,74.32,S
2924,1,10,2022-01-08 18:31:03+00:00,Traje de bajo,40.71,12,488.52,E
2925,1,25,2022-01-10 18:49:33+00:00,Sandalias de tacón,49.13,12,589.56,E
2926,1,15,2022-01-09 18:09:23+00:00,Camiseta de tirantes,8.3,12,99.6,E
3584,1,99,2022-01-09 13:05:16+00:00,1984,8.22,8,65.76,S
2927,1,35,2022-01-07 17:54:33+00:00,Reproductor de Blu-ray LG,46.55,8,372.4,S
2928,1,79,2022-01-07 17:56:24+00:00,Esmalte de uñas rojo intenso,5.89,13,76.57,S
2929,1,23,2022-01-07 18:01:57+00:00,Zapatillas de running,97.51,6,585.06,S
2930,1,43,2022-01-07 18:18:45+00:00,Impresora HP,128.94,84,10830.96,E
2931,1,80,2022-01-07 18:05:36+00:00,Aceite corporal de almendras,12.39,8,99.12,S
2932,1,76,2022-01-09 18:24:12+00:00,Crema facial hidratante,22.72,48,1090.56,E
2933,1,7,2022-01-07 18:10:59+00:00,Abrigo de lana,79.53,2,159.06,S
2934,1,55,2022-01-07 18:10:59+00:00,Vajilla de porcelana,47.27,10,472.7,S
2935,1,114,2022-01-07 18:10:59+00:00,Instrumento musical,29.42,2,58.84,S
2936,1,5,2022-01-07 18:13:32+00:00,Sudadera con capucha,25.67,26,667.42,S
2937,1,83,2022-01-08 18:46:40+00:00,Barra de labios nude,7.97,36,286.92,E
2938,1,53,2022-01-07 18:16:40+00:00,Toallas de baño,14.01,31,434.31,S
2939,1,53,2022-01-07 18:16:40+00:00,Toallas de baño,11.35,2,22.7,S
2940,1,14,2022-01-07 18:17:19+00:00,Parka acolchada,81.45,2,162.9,S
2941,1,47,2022-01-08 18:17:45+00:00,Mesa de comedor,80.18,12,962.16,E
2942,1,111,2022-01-07 18:19:58+00:00,Figura de acción,9.59,12,115.08,S
2943,1,111,2022-01-07 18:19:58+00:00,Figura de acción,9.8,2,19.6,S
2944,1,51,2022-01-07 18:19:58+00:00,Cojines decorativos,8.42,17,143.14,S
2945,1,36,2022-01-07 18:24:01+00:00,Parlante portátil JBL,98.47,4,393.88,S
2946,1,70,2022-01-08 18:44:33+00:00,Mancuernas,31.5,36,1134.0,E
2947,1,81,2022-01-07 19:06:27+00:00,Loción corporal de vainilla,9.85,36,354.6,E
2948,1,95,2022-01-07 18:29:02+00:00,Mantequilla de mano,2.38,60,142.8,E
2949,1,111,2022-01-10 18:36:36+00:00,Figura de acción,9.22,12,110.64,E
2950,1,113,2022-01-07 18:31:53+00:00,Juguete de peluche,6.58,19,125.02,S
2951,1,113,2022-01-07 18:31:53+00:00,Juguete de peluche,6.31,4,25.24,S
2952,1,25,2022-01-07 18:31:53+00:00,Sandalias de tacón,46.1,1,46.1,S
2953,1,25,2022-01-07 18:31:53+00:00,Sandalias de tacón,49.13,4,196.52,S
2954,1,108,2022-01-08 19:19:24+00:00,Juego de bloques,20.14,12,241.68,E
2955,1,24,2022-01-07 18:35:27+00:00,Botines de cuero,63.48,4,253.92,S
2956,1,80,2022-01-08 19:30:30+00:00,Aceite corporal de almendras,16.01,24,384.24,E
2957,1,112,2022-01-07 18:40:19+00:00,Rompecabezas,14.36,12,172.32,S
2958,1,112,2022-01-07 18:40:19+00:00,Rompecabezas,11.39,4,45.56,S
2959,1,112,2022-01-07 19:16:41+00:00,Rompecabezas,15.78,12,189.36,E
2960,1,40,2022-01-07 18:45:15+00:00,Drone DJI Mavic Air 2,595.41,4,2381.64,S
2961,1,76,2022-01-07 18:45:15+00:00,Crema facial hidratante,22.95,3,68.85,S
2962,1,76,2022-01-07 18:45:15+00:00,Crema facial hidratante,22.72,18,408.96,S
2963,1,28,2022-01-10 18:52:39+00:00,Botas de montaña,77.83,48,3735.84,E
2964,1,87,2022-01-10 19:12:10+00:00,Frijoles,1.48,24,35.52,E
2965,1,28,2022-01-07 18:54:21+00:00,Botas de montaña,68.79,1,68.79,S
2966,1,28,2022-01-07 18:54:21+00:00,Botas de montaña,77.83,45,3502.35,S
2967,1,70,2022-01-07 18:55:28+00:00,Mancuernas,31.5,5,157.5,S
2968,1,80,2022-01-07 19:09:55+00:00,Aceite corporal de almendras,16.01,15,240.15,S
2969,1,113,2022-01-07 19:09:55+00:00,Juguete de peluche,6.31,44,277.64,S
2970,1,113,2022-01-07 19:09:55+00:00,Juguete de peluche,6.17,2,12.34,S
2971,1,88,2022-01-07 19:31:21+00:00,Sardinas en lata,0.75,1,0.75,S
2972,1,88,2022-01-07 19:31:21+00:00,Sardinas en lata,0.88,1,0.88,S
2973,1,71,2022-01-07 19:31:21+00:00,Pelota de voleibol,15.01,2,30.02,S
2974,1,53,2022-01-07 19:37:44+00:00,Toallas de baño,11.35,1,11.35,S
2975,1,13,2022-01-07 19:37:44+00:00,Jersey de punto,17.37,1,17.37,S
2976,1,13,2022-01-07 19:37:44+00:00,Jersey de punto,19.67,6,118.02,S
2977,1,104,2022-01-08 20:26:48+00:00, El viejo y el mar,4.0,12,48.0,E
2978,1,85,2022-01-10 20:00:04+00:00,Crema para manos y cuerpo,8.33,24,199.92,E
2979,1,103,2022-01-07 19:38:43+00:00, El Señor de los Anillos,15.17,6,91.02,S
2980,1,103,2022-01-07 19:38:43+00:00, El Señor de los Anillos,17.43,19,331.17,S
2981,1,6,2022-01-10 20:28:27+00:00,Falda plisada,17.9,48,859.2,E
2982,1,72,2022-01-07 19:45:24+00:00,Colchoneta de yoga,16.79,10,167.9,S
2983,1,107,2022-01-08 20:35:28+00:00,Carro de carreras,9.7,12,116.4,E
2984,1,113,2022-01-09 20:14:02+00:00,Juguete de peluche,7.38,60,442.8,E
2985,1,124,2022-01-07 20:13:15+00:00,Armónica Hohner Special 20,30.44,4,121.76,S
2986,1,124,2022-01-07 20:13:15+00:00,Armónica Hohner Special 20,32.94,9,296.46,S
2987,1,9,2022-01-07 20:13:15+00:00,Pijama de algodón,11.74,42,493.08,S
2988,1,95,2022-01-07 20:39:29+00:00,Mantequilla de mano,2.38,21,49.98,S
2989,1,60,2022-01-07 20:46:34+00:00,Espejo de pared,36.6,5,183.0,S
2990,1,93,2022-01-07 20:46:34+00:00,Cereal,2.01,13,26.13,S
2991,1,35,2022-01-09 21:04:10+00:00,Reproductor de Blu-ray LG,59.4,12,712.8,E
2992,1,88,2022-01-09 21:33:16+00:00,Sardinas en lata,0.8,24,19.2,E
2993,1,112,2022-01-07 21:03:34+00:00,Rompecabezas,15.78,5,78.9,S
2994,1,7,2022-01-09 22:06:09+00:00,Abrigo de lana,72.13,24,1731.12,E
2995,1,16,2022-01-07 21:07:09+00:00,Zapatos deportivos,64.59,3,193.77,S
2996,1,111,2022-01-07 21:18:58+00:00,Figura de acción,9.8,19,186.2,S
2997,1,111,2022-01-07 21:18:58+00:00,Figura de acción,8.41,2,16.82,S
2998,1,111,2022-01-07 21:18:58+00:00,Figura de acción,9.22,3,27.66,S
2999,1,7,2022-01-07 21:18:58+00:00,Abrigo de lana,72.13,21,1514.73,S
3000,1,108,2022-01-09 21:38:24+00:00,Juego de bloques,16.83,12,201.96,E
3001,1,86,2022-01-10 21:28:49+00:00,Arroz,2.2,12,26.4,E
3002,1,28,2022-01-07 21:36:27+00:00,Botas de montaña,77.83,2,155.66,S
3003,1,19,2022-01-07 21:37:20+00:00,Sandalias de playa,10.69,47,502.43,S
3004,1,24,2022-01-07 21:54:56+00:00,Botines de cuero,71.14,24,1707.36,E
3005,1,32,2022-01-07 21:46:57+00:00,Laptop HP,490.15,5,2450.75,S
3006,1,32,2022-01-07 21:46:57+00:00,Laptop HP,601.88,5,3009.4,S
3007,1,101,2022-01-07 21:56:42+00:00, El Hobbit,7.1,24,170.4,S
3008,1,13,2022-01-07 22:25:51+00:00,Jersey de punto,14.93,60,895.8,E
3009,1,14,2022-01-07 22:22:15+00:00,Parka acolchada,81.45,2,162.9,S
3010,1,23,2022-01-07 22:22:15+00:00,Zapatillas de running,97.51,2,195.02,S
3011,1,69,2022-01-08 22:52:55+00:00,Pelota de golf,9.6,24,230.4,E
3012,1,14,2022-01-07 22:28:00+00:00,Parka acolchada,81.45,20,1629.0,S
3013,1,66,2022-01-07 22:34:53+00:00,Casco de ciclismo,55.61,3,166.83,S
3014,1,19,2022-01-07 22:34:54+00:00,Sandalias de playa,10.69,17,181.73,S
3015,1,113,2022-01-07 22:34:54+00:00,Juguete de peluche,7.38,28,206.64,S
3016,1,86,2022-01-07 22:40:20+00:00,Arroz,2.2,7,15.4,S
3017,1,111,2022-01-10 23:31:48+00:00,Figura de acción,8.18,12,98.16,E
3018,1,54,2022-01-07 22:49:05+00:00,Cubiertos de acero inoxidable,25.76,4,103.04,S
3019,1,14,2022-01-07 22:49:05+00:00,Parka acolchada,81.45,9,733.05,S
3020,1,95,2022-01-07 23:00:01+00:00,Mantequilla de mano,2.38,39,92.82,S
3021,1,95,2022-01-07 23:00:01+00:00,Mantequilla de mano,2.59,1,2.59,S
3022,1,47,2022-01-07 23:00:01+00:00,Mesa de comedor,64.26,1,64.26,S
3023,1,47,2022-01-07 23:00:01+00:00,Mesa de comedor,80.18,10,801.8,S
3024,1,16,2022-01-07 23:05:55+00:00,Zapatos deportivos,64.59,5,322.95,S
3025,1,16,2022-01-07 23:05:55+00:00,Zapatos deportivos,57.44,1,57.44,S
3026,1,99,2022-01-07 23:06:25+00:00,1984,10.06,21,211.26,S
3027,1,95,2022-01-07 23:44:50+00:00,Mantequilla de mano,2.99,48,143.52,E
3028,1,79,2022-01-08 23:37:01+00:00,Esmalte de uñas rojo intenso,6.1,36,219.6,E
3029,1,85,2022-01-07 23:15:51+00:00,Crema para manos y cuerpo,7.75,1,7.75,S
3030,1,85,2022-01-07 23:15:51+00:00,Crema para manos y cuerpo,8.33,12,99.96,S
3031,1,100,2022-01-07 23:15:51+00:00, El Gran Gatsby,9.16,6,54.96,S
3032,1,50,2022-01-07 23:15:51+00:00,Lámpara de techo,19.01,28,532.28,S
3033,1,13,2022-01-07 23:15:51+00:00,Jersey de punto,14.93,17,253.81,S
3034,1,71,2022-01-10 00:12:15+00:00,Pelota de voleibol,13.19,24,316.56,E
3035,1,70,2022-01-07 23:21:20+00:00,Mancuernas,31.5,10,315.0,S
3036,1,76,2022-01-07 23:21:20+00:00,Crema facial hidratante,22.72,25,568.0,S
3037,1,13,2022-01-07 23:21:20+00:00,Jersey de punto,14.93,22,328.46,S
3038,1,7,2022-01-11 00:05:54+00:00,Abrigo de lana,70.51,12,846.12,E
3039,1,109,2022-01-07 23:28:59+00:00,Pelota de fútbol,8.23,2,16.46,S
3040,1,43,2022-01-07 23:28:59+00:00,Impresora HP,128.94,20,2578.8,S
3042,1,107,2022-01-10 00:42:58+00:00,Carro de carreras,12.36,48,593.28,E
3043,1,23,2022-01-08 00:06:33+00:00,Zapatillas de running,93.85,48,4504.8,E
3044,1,6,2022-01-08 00:00:34+00:00,Falda plisada,22.91,4,91.64,S
3045,1,6,2022-01-08 00:00:34+00:00,Falda plisada,20.32,1,20.32,S
3046,1,6,2022-01-08 00:00:34+00:00,Falda plisada,17.9,11,196.9,S
3047,1,32,2022-01-09 00:45:31+00:00,Laptop HP,596.81,24,14323.44,E
3048,1,81,2022-01-08 00:00:34+00:00,Loción corporal de vainilla,9.85,21,206.85,S
3049,1,71,2022-01-08 00:04:18+00:00,Pelota de voleibol,13.19,5,65.95,S
3050,1,8,2022-01-08 00:04:18+00:00,Polo de rayas,16.4,12,196.8,S
3051,1,8,2022-01-08 00:04:18+00:00,Polo de rayas,14.52,3,43.56,S
3052,1,87,2022-01-08 00:04:55+00:00,Frijoles,1.48,9,13.32,S
3053,1,85,2022-01-11 01:06:07+00:00,Crema para manos y cuerpo,6.32,24,151.68,E
3054,1,113,2022-01-08 00:21:28+00:00,Juguete de peluche,7.38,16,118.08,S
3055,1,52,2022-01-11 01:01:23+00:00,Cortinas opacas,15.88,48,762.24,E
3056,1,67,2022-01-08 00:24:11+00:00,Patines en línea,56.37,4,225.48,S
3057,1,103,2022-01-08 01:02:19+00:00, El Señor de los Anillos,15.73,24,377.52,E
3058,1,46,2022-01-08 00:26:07+00:00,Sofá gris,91.87,1,91.87,S
3059,1,46,2022-01-08 00:26:07+00:00,Sofá gris,112.33,12,1347.96,S
3060,1,46,2022-01-08 00:26:07+00:00,Sofá gris,99.91,4,399.64,S
3061,1,93,2022-01-08 00:41:24+00:00,Cereal,2.01,11,22.11,S
3062,1,93,2022-01-08 00:41:24+00:00,Cereal,2.68,9,24.12,S
3063,1,51,2022-01-08 01:04:23+00:00,Cojines decorativos,7.03,36,253.08,E
3064,1,87,2022-01-11 00:50:09+00:00,Frijoles,1.48,12,17.76,E
3065,1,46,2022-01-10 01:06:35+00:00,Sofá gris,92.05,12,1104.6,E
3066,1,83,2022-01-08 01:08:39+00:00,Barra de labios nude,7.97,31,247.07,S
3067,1,112,2022-01-08 01:08:39+00:00,Rompecabezas,15.78,1,15.78,S
3068,1,28,2022-01-11 01:10:04+00:00,Botas de montaña,63.43,48,3044.64,E
3069,1,93,2022-01-11 01:57:09+00:00,Cereal,2.42,36,87.12,E
3070,1,69,2022-01-08 01:23:01+00:00,Pelota de golf,9.6,22,211.2,S
3071,1,52,2022-01-08 01:23:01+00:00,Cortinas opacas,18.58,4,74.32,S
3072,1,52,2022-01-08 01:23:01+00:00,Cortinas opacas,15.88,30,476.4,S
3073,1,100,2022-01-08 02:12:59+00:00, El Gran Gatsby,7.87,12,94.44,E
3074,1,76,2022-01-09 02:03:09+00:00,Crema facial hidratante,20.08,36,722.88,E
